Region,County,State,party,vote.count
20111,Lyon,Kansas,Democrats,4456
20111,Lyon,Kansas,Others,935
20111,Lyon,Kansas,Republican,6354
21143,Lyon,Kentucky,Democrats,1045
21143,Lyon,Kentucky,Others,128
21143,Lyon,Kentucky,Republican,2789
27083,Lyon,Minnesota,Democrats,3825
27083,Lyon,Minnesota,Others,1134
27083,Lyon,Minnesota,Republican,7256
32019,Lyon,Nevada,Democrats,6146
32019,Lyon,Nevada,Others,1611
32019,Lyon,Nevada,Republican,16005
26097,Mackinac,Michigan,Democrats,2085
26097,Mackinac,Michigan,Others,268
26097,Mackinac,Michigan,Republican,3744
26099,Macomb,Michigan,Democrats,176317
26099,Macomb,Michigan,Others,18329
26099,Macomb,Michigan,Republican,224665
1087,Macon,Alabama,Democrats,7566
1087,Macon,Alabama,Others,143
1087,Macon,Alabama,Republican,1431
13193,Macon,Georgia,Democrats,2705
13193,Macon,Georgia,Others,42
13193,Macon,Georgia,Republican,1540
17115,Macon,Illinois,Democrats,18211
17115,Macon,Illinois,Others,2827
17115,Macon,Illinois,Republican,26782
29121,Macon,Missouri,Democrats,1518
29121,Macon,Missouri,Others,267
29121,Macon,Missouri,Republican,5794
37113,Macon,North Carolina,Democrats,4876
37113,Macon,North Carolina,Others,731
37113,Macon,North Carolina,Republican,12127
47111,Macon,Tennessee,Democrats,1071
47111,Macon,Tennessee,Others,159
47111,Macon,Tennessee,Republican,6260
17117,Macoupin,Illinois,Democrats,6532
17117,Macoupin,Illinois,Others,1351
17117,Macoupin,Illinois,Republican,14194
6039,Madera,California,Democrats,13283
6039,Madera,California,Others,2322
6039,Madera,California,Republican,19221
1089,Madison,Alabama,Democrats,62822
1089,Madison,Alabama,Others,11047
1089,Madison,Alabama,Republican,89520
5087,Madison,Arkansas,Democrats,1588
5087,Madison,Arkansas,Others,325
5087,Madison,Arkansas,Republican,4928
12079,Madison,Florida,Democrats,3526
12079,Madison,Florida,Others,163
12079,Madison,Florida,Republican,4851
13195,Madison,Georgia,Democrats,2425
13195,Madison,Georgia,Others,372
13195,Madison,Georgia,Republican,9201
16065,Madison,Idaho,Democrats,1201
16065,Madison,Idaho,Others,5546
16065,Madison,Idaho,Republican,8941
17119,Madison,Illinois,Democrats,50336
17119,Madison,Illinois,Others,7271
17119,Madison,Illinois,Republican,70295
18095,Madison,Indiana,Democrats,18595
18095,Madison,Indiana,Others,2937
18095,Madison,Indiana,Republican,32376
19121,Madison,Iowa,Democrats,2678
19121,Madison,Iowa,Others,598
19121,Madison,Iowa,Republican,5360
21151,Madison,Kentucky,Democrats,11793
21151,Madison,Kentucky,Others,2147
21151,Madison,Kentucky,Republican,23431
22065,Madison,Louisiana,Democrats,2744
22065,Madison,Louisiana,Others,61
22065,Madison,Louisiana,Republican,1927
28089,Madison,Mississippi,Democrats,20343
28089,Madison,Mississippi,Others,1523
28089,Madison,Mississippi,Republican,28265
29123,Madison,Missouri,Democrats,1005
29123,Madison,Missouri,Others,214
29123,Madison,Missouri,Republican,4102
30057,Madison,Montana,Democrats,1180
30057,Madison,Montana,Others,266
30057,Madison,Montana,Republican,3297
31119,Madison,Nebraska,Democrats,2711
31119,Madison,Nebraska,Others,795
31119,Madison,Nebraska,Republican,10628
36053,Madison,New York,Democrats,10548
36053,Madison,New York,Others,2263
36053,Madison,New York,Republican,14901
37115,Madison,North Carolina,Democrats,3926
37115,Madison,North Carolina,Others,560
37115,Madison,North Carolina,Republican,6783
39097,Madison,Ohio,Democrats,4779
39097,Madison,Ohio,Others,1011
39097,Madison,Ohio,Republican,11631
47113,Madison,Tennessee,Democrats,15438
47113,Madison,Tennessee,Others,1005
47113,Madison,Tennessee,Republican,21321
48313,Madison,Texas,Democrats,881
48313,Madison,Texas,Others,57
48313,Madison,Texas,Republican,3351
51113,Madison,Virginia,Democrats,2203
51113,Madison,Virginia,Others,357
51113,Madison,Virginia,Republican,4419
21153,Magoffin,Kentucky,Democrats,1172
21153,Magoffin,Kentucky,Others,120
21153,Magoffin,Kentucky,Republican,3824
19123,Mahaska,Iowa,Democrats,2619
19123,Mahaska,Iowa,Others,581
19123,Mahaska,Iowa,Republican,7432
27087,Mahnomen,Minnesota,Democrats,930
27087,Mahnomen,Minnesota,Others,167
27087,Mahnomen,Minnesota,Republican,991
39099,Mahoning,Ohio,Democrats,57381
39099,Mahoning,Ohio,Others,4961
39099,Mahoning,Ohio,Republican,53616
40093,Major,Oklahoma,Democrats,310
40093,Major,Oklahoma,Others,149
40093,Major,Oklahoma,Republican,2948
41045,Malheur,Oregon,Democrats,2246
41045,Malheur,Oregon,Others,995
41045,Malheur,Oregon,Republican,7194
51683,Manassas,Virginia,Democrats,8423
51683,Manassas,Virginia,Others,1035
51683,Manassas,Virginia,Republican,5953
51685,Manassas Park,Virginia,Democrats,3204
51685,Manassas Park,Virginia,Others,295
51685,Manassas Park,Virginia,Republican,1733
12081,Manatee,Florida,Democrats,71224
12081,Manatee,Florida,Others,7589
12081,Manatee,Florida,Republican,101944
26101,Manistee,Michigan,Democrats,4979
26101,Manistee,Michigan,Others,705
26101,Manistee,Michigan,Republican,6915
55071,Manitowoc,Wisconsin,Democrats,14506
55071,Manitowoc,Wisconsin,Others,2647
55071,Manitowoc,Wisconsin,Republican,23193
55073,Marathon,Wisconsin,Democrats,26477
55073,Marathon,Wisconsin,Others,4025
55073,Marathon,Wisconsin,Republican,39013
1091,Marengo,Alabama,Democrats,5615
1091,Marengo,Alabama,Others,146
1091,Marengo,Alabama,Republican,5233
4013,Maricopa,Arizona,Democrats,702907
4013,Maricopa,Arizona,Others,117566
4013,Maricopa,Arizona,Republican,747361
29125,Maries,Missouri,Democrats,794
29125,Maries,Missouri,Others,145
29125,Maries,Missouri,Republican,3559
6041,Marin,California,Democrats,101692
6041,Marin,California,Others,8941
6041,Marin,California,Republican,20312
55075,Marinette,Wisconsin,Democrats,6243
55075,Marinette,Wisconsin,Others,808
55075,Marinette,Wisconsin,Republican,12995
1093,Marion,Alabama,Democrats,1432
1093,Marion,Alabama,Others,278
1093,Marion,Alabama,Republican,11274
5089,Marion,Arkansas,Democrats,1434
5089,Marion,Arkansas,Others,337
5089,Marion,Arkansas,Republican,5336
12083,Marion,Florida,Democrats,62041
12083,Marion,Florida,Others,6026
12083,Marion,Florida,Republican,107833
13197,Marion,Georgia,Democrats,1213
13197,Marion,Georgia,Others,56
13197,Marion,Georgia,Republican,1921
17121,Marion,Illinois,Democrats,4290
17121,Marion,Illinois,Others,855
17121,Marion,Illinois,Republican,11770
18097,Marion,Indiana,Democrats,212899
18097,Marion,Indiana,Others,19081
18097,Marion,Indiana,Republican,130360
19125,Marion,Iowa,Democrats,5482
19125,Marion,Iowa,Others,1372
19125,Marion,Iowa,Republican,10962
20115,Marion,Kansas,Democrats,1177
20115,Marion,Kansas,Others,360
20115,Marion,Kansas,Republican,3928
21155,Marion,Kentucky,Democrats,2679
21155,Marion,Kentucky,Others,310
21155,Marion,Kentucky,Republican,5122
28091,Marion,Mississippi,Democrats,3677
28091,Marion,Mississippi,Others,180
28091,Marion,Mississippi,Republican,7836
29127,Marion,Missouri,Democrats,2993
29127,Marion,Missouri,Others,491
29127,Marion,Missouri,Republican,9418
39101,Marion,Ohio,Democrats,7928
39101,Marion,Ohio,Others,1589
39101,Marion,Ohio,Republican,16961
41047,Marion,Oregon,Democrats,57788
41047,Marion,Oregon,Others,15675
41047,Marion,Oregon,Republican,63377
45067,Marion,South Carolina,Democrats,8569
45067,Marion,South Carolina,Others,263
45067,Marion,South Carolina,Republican,5444
47115,Marion,Tennessee,Democrats,2829
47115,Marion,Tennessee,Others,323
47115,Marion,Tennessee,Republican,7680
48315,Marion,Texas,Democrats,1165
48315,Marion,Texas,Others,90
48315,Marion,Texas,Republican,2983
54049,Marion,West Virginia,Democrats,6964
54049,Marion,West Virginia,Others,1732
54049,Marion,West Virginia,Republican,14668
6043,Mariposa,California,Democrats,3122
6043,Mariposa,California,Others,570
6043,Mariposa,California,Republican,5185
45069,Marlboro,South Carolina,Democrats,5954
45069,Marlboro,South Carolina,Others,168
45069,Marlboro,South Carolina,Republican,4267
26103,Marquette,Michigan,Democrats,16042
26103,Marquette,Michigan,Others,2288
26103,Marquette,Michigan,Republican,14646
55077,Marquette,Wisconsin,Democrats,2809
55077,Marquette,Wisconsin,Others,370
55077,Marquette,Wisconsin,Republican,4714
1095,Marshall,Alabama,Democrats,4917
1095,Marshall,Alabama,Others,1166
1095,Marshall,Alabama,Republican,29233
17123,Marshall,Illinois,Democrats,1784
17123,Marshall,Illinois,Others,409
17123,Marshall,Illinois,Republican,3776
18099,Marshall,Indiana,Democrats,4798
18099,Marshall,Indiana,Others,992
18099,Marshall,Indiana,Republican,12288
19127,Marshall,Iowa,Democrats,7652
19127,Marshall,Iowa,Others,1182
19127,Marshall,Iowa,Republican,9146
20117,Marshall,Kansas,Democrats,1060
20117,Marshall,Kansas,Others,268
20117,Marshall,Kansas,Republican,3250
21157,Marshall,Kentucky,Democrats,3672
21157,Marshall,Kentucky,Others,704
21157,Marshall,Kentucky,Republican,12322
27089,Marshall,Minnesota,Democrats,1225
27089,Marshall,Minnesota,Others,384
27089,Marshall,Minnesota,Republican,3208
28093,Marshall,Mississippi,Democrats,8023
28093,Marshall,Mississippi,Others,229
28093,Marshall,Mississippi,Republican,6587
40095,Marshall,Oklahoma,Democrats,1096
40095,Marshall,Oklahoma,Others,190
40095,Marshall,Oklahoma,Republican,4206
46091,Marshall,South Dakota,Democrats,754
46091,Marshall,South Dakota,Others,137
46091,Marshall,South Dakota,Republican,1056
47117,Marshall,Tennessee,Democrats,2848
47117,Marshall,Tennessee,Others,387
47117,Marshall,Tennessee,Republican,8167
54051,Marshall,West Virginia,Democrats,2894
54051,Marshall,West Virginia,Others,759
54051,Marshall,West Virginia,Republican,9565
12085,Martin,Florida,Democrats,30185
12085,Martin,Florida,Others,3244
12085,Martin,Florida,Republican,53204
18101,Martin,Indiana,Democrats,881
18101,Martin,Indiana,Others,231
18101,Martin,Indiana,Republican,3697
21159,Martin,Kentucky,Democrats,363
21159,Martin,Kentucky,Others,87
21159,Martin,Kentucky,Republican,3503
27091,Martin,Minnesota,Democrats,2733
27091,Martin,Minnesota,Others,736
27091,Martin,Minnesota,Republican,7062
37117,Martin,North Carolina,Democrats,5846
37117,Martin,North Carolina,Others,221
37117,Martin,North Carolina,Republican,5897
48317,Martin,Texas,Democrats,266
48317,Martin,Texas,Others,41
48317,Martin,Texas,Republican,1455
51690,Martinsville,Virginia,Democrats,3533
51690,Martinsville,Virginia,Others,225
51690,Martinsville,Virginia,Republican,2149
17125,Mason,Illinois,Democrats,2008
17125,Mason,Illinois,Others,374
17125,Mason,Illinois,Republican,4051
21161,Mason,Kentucky,Democrats,1970
21161,Mason,Kentucky,Others,305
21161,Mason,Kentucky,Republican,4944
26105,Mason,Michigan,Democrats,5281
26105,Mason,Michigan,Others,899
26105,Mason,Michigan,Republican,8505
48319,Mason,Texas,Democrats,354
48319,Mason,Texas,Others,47
48319,Mason,Texas,Republican,1656
53045,Mason,Washington,Democrats,11993
53045,Mason,Washington,Others,3317
53045,Mason,Washington,Republican,13677
54053,Mason,West Virginia,Democrats,2081
54053,Mason,West Virginia,Others,534
54053,Mason,West Virginia,Republican,7654
48321,Matagorda,Texas,Democrats,3500
48321,Matagorda,Texas,Others,330
48321,Matagorda,Texas,Republican,8366
51115,Mathews,Virginia,Democrats,1563
51115,Mathews,Virginia,Others,231
51115,Mathews,Virginia,Republican,3517
15009,Maui,Hawaii,Democrats,33480
15009,Maui,Hawaii,Others,5019
15009,Maui,Hawaii,Republican,13446
47119,Maury,Tennessee,Democrats,10026
47119,Maury,Tennessee,Others,1261
47119,Maury,Tennessee,Republican,23781
48323,Maverick,Texas,Democrats,10397
48323,Maverick,Texas,Others,375
48323,Maverick,Texas,Republican,2816
40097,Mayes,Oklahoma,Democrats,3423
40097,Mayes,Oklahoma,Others,739
40097,Mayes,Oklahoma,Republican,11555
40087,Mcclain,Oklahoma,Democrats,2894
40087,Mcclain,Oklahoma,Others,795
40087,Mcclain,Oklahoma,Republican,13169
30055,Mccone,Montana,Democrats,154
30055,Mccone,Montana,Others,44
30055,Mccone,Montana,Republican,862
46087,Mccook,South Dakota,Democrats,623
46087,Mccook,South Dakota,Others,170
46087,Mccook,South Dakota,Republican,1794
45065,Mccormick,South Carolina,Democrats,2479
45065,Mccormick,South Carolina,Others,85
45065,Mccormick,South Carolina,Republican,2652
21145,Mccracken,Kentucky,Democrats,9134
21145,Mccracken,Kentucky,Others,1399
21145,Mccracken,Kentucky,Republican,20774
21147,Mccreary,Kentucky,Democrats,664
21147,Mccreary,Kentucky,Others,100
21147,Mccreary,Kentucky,Republican,5012
48307,Mcculloch,Texas,Democrats,482
48307,Mcculloch,Texas,Others,69
48307,Mcculloch,Texas,Republican,2552
40089,Mccurtain,Oklahoma,Democrats,1802
40089,Mccurtain,Oklahoma,Others,268
40089,Mccurtain,Oklahoma,Republican,8656
29119,Mcdonald,Missouri,Democrats,1329
29119,Mcdonald,Missouri,Others,314
29119,Mcdonald,Missouri,Republican,6599
17109,Mcdonough,Illinois,Democrats,5278
17109,Mcdonough,Illinois,Others,1056
17109,Mcdonough,Illinois,Republican,6789
37111,Mcdowell,North Carolina,Democrats,4667
37111,Mcdowell,North Carolina,Others,640
37111,Mcdowell,North Carolina,Republican,14568
54047,Mcdowell,West Virginia,Democrats,1438
54047,Mcdowell,West Virginia,Others,179
54047,Mcdowell,West Virginia,Republican,4629
13189,Mcduffie,Georgia,Democrats,3699
13189,Mcduffie,Georgia,Others,137
13189,Mcduffie,Georgia,Republican,5432
17111,Mchenry,Illinois,Democrats,59827
17111,Mchenry,Illinois,Others,11381
17111,Mchenry,Illinois,Republican,71117
38049,Mchenry,North Dakota,Democrats,490
38049,Mchenry,North Dakota,Others,280
38049,Mchenry,North Dakota,Republican,2050
13191,Mcintosh,Georgia,Democrats,2303
13191,Mcintosh,Georgia,Others,113
13191,Mcintosh,Georgia,Republican,3487
38051,Mcintosh,North Dakota,Democrats,235
38051,Mcintosh,North Dakota,Others,111
38051,Mcintosh,North Dakota,Republican,1100
40091,Mcintosh,Oklahoma,Democrats,2123
40091,Mcintosh,Oklahoma,Others,335
40091,Mcintosh,Oklahoma,Republican,5505
42083,Mckean,Pennsylvania,Democrats,4025
42083,Mckean,Pennsylvania,Others,794
42083,Mckean,Pennsylvania,Republican,11635
38053,Mckenzie,North Dakota,Democrats,698
38053,Mckenzie,North Dakota,Others,304
38053,Mckenzie,North Dakota,Republican,3670
35031,Mckinley,New Mexico,Democrats,13576
35031,Mckinley,New Mexico,Others,3023
35031,Mckinley,New Mexico,Republican,5104
17113,Mclean,Illinois,Democrats,35918
17113,Mclean,Illinois,Others,7799
17113,Mclean,Illinois,Republican,37081
21149,Mclean,Kentucky,Democrats,988
21149,Mclean,Kentucky,Others,197
21149,Mclean,Kentucky,Republican,3381
38055,Mclean,North Dakota,Democrats,1081
38055,Mclean,North Dakota,Others,374
38055,Mclean,North Dakota,Republican,3860
48309,Mclennan,Texas,Democrats,27063
48309,Mclennan,Texas,Others,3752
48309,Mclennan,Texas,Republican,48260
27085,Mcleod,Minnesota,Democrats,4978
27085,Mcleod,Minnesota,Others,1674
27085,Mcleod,Minnesota,Republican,12155
47107,Mcminn,Tennessee,Democrats,3507
47107,Mcminn,Tennessee,Others,514
47107,Mcminn,Tennessee,Republican,14673
48311,Mcmullen,Texas,Democrats,40
48311,Mcmullen,Texas,Others,5
48311,Mcmullen,Texas,Republican,454
47109,Mcnairy,Tennessee,Democrats,1847
47109,Mcnairy,Tennessee,Others,349
47109,Mcnairy,Tennessee,Republican,7839
20113,Mcpherson,Kansas,Democrats,3183
20113,Mcpherson,Kansas,Others,853
20113,Mcpherson,Kansas,Republican,8407
31117,Mcpherson,Nebraska,Democrats,14
31117,Mcpherson,Nebraska,Others,15
31117,Mcpherson,Nebraska,Republican,257
46089,Mcpherson,South Dakota,Democrats,192
46089,Mcpherson,South Dakota,Others,53
46089,Mcpherson,South Dakota,Republican,892
20119,Meade,Kansas,Democrats,206
20119,Meade,Kansas,Others,79
20119,Meade,Kansas,Republican,1390
21163,Meade,Kentucky,Democrats,3026
21163,Meade,Kentucky,Others,545
21163,Meade,Kentucky,Republican,8660
46093,Meade,South Dakota,Democrats,2223
46093,Meade,South Dakota,Others,957
46093,Meade,South Dakota,Republican,8441
30059,Meagher,Montana,Democrats,193
30059,Meagher,Montana,Others,53
30059,Meagher,Montana,Republican,729
37119,Mecklenburg,North Carolina,Democrats,294562
37119,Mecklenburg,North Carolina,Others,22777
37119,Mecklenburg,North Carolina,Republican,155518
51117,Mecklenburg,Virginia,Democrats,6285
51117,Mecklenburg,Virginia,Others,372
51117,Mecklenburg,Virginia,Republican,8288
26107,Mecosta,Michigan,Democrats,5827
26107,Mecosta,Michigan,Others,1036
26107,Mecosta,Michigan,Republican,10305
39103,Medina,Ohio,Democrats,32182
39103,Medina,Ohio,Others,5171
39103,Medina,Ohio,Republican,54810
48325,Medina,Texas,Democrats,4634
48325,Medina,Texas,Others,527
48325,Medina,Texas,Republican,12085
27093,Meeker,Minnesota,Democrats,3191
27093,Meeker,Minnesota,Others,987
27093,Meeker,Minnesota,Republican,8104
39105,Meigs,Ohio,Democrats,2260
39105,Meigs,Ohio,Others,472
39105,Meigs,Ohio,Republican,7309
47121,Meigs,Tennessee,Democrats,856
47121,Meigs,Tennessee,Others,118
47121,Meigs,Tennessee,Republican,3337
46095,Mellette,South Dakota,Democrats,238
46095,Mellette,South Dakota,Others,43
46095,Mellette,South Dakota,Republican,402
17129,Menard,Illinois,Democrats,1808
17129,Menard,Illinois,Others,467
17129,Menard,Illinois,Republican,4230
48327,Menard,Texas,Democrats,154
48327,Menard,Texas,Others,28
48327,Menard,Texas,Republican,682
6045,Mendocino,California,Democrats,22079
6045,Mendocino,California,Others,3942
6045,Mendocino,California,Republican,10888
21165,Menifee,Kentucky,Democrats,700
21165,Menifee,Kentucky,Others,69
21165,Menifee,Kentucky,Republican,2010
26109,Menominee,Michigan,Democrats,3539
26109,Menominee,Michigan,Others,527
26109,Menominee,Michigan,Republican,6702
55078,Menominee,Wisconsin,Democrats,1003
55078,Menominee,Wisconsin,Others,7
55078,Menominee,Wisconsin,Republican,269
6047,Merced,California,Democrats,33013
6047,Merced,California,Others,3644
6047,Merced,California,Republican,26693
17131,Mercer,Illinois,Democrats,3061
17131,Mercer,Illinois,Others,645
17131,Mercer,Illinois,Republican,4800
21167,Mercer,Kentucky,Democrats,2395
21167,Mercer,Kentucky,Others,450
21167,Mercer,Kentucky,Republican,7740
29129,Mercer,Missouri,Democrats,216
29129,Mercer,Missouri,Others,43
29129,Mercer,Missouri,Republican,1486
34021,Mercer,New Jersey,Democrats,104775
34021,Mercer,New Jersey,Others,7090
34021,Mercer,New Jersey,Republican,46193
38057,Mercer,North Dakota,Democrats,621
38057,Mercer,North Dakota,Others,302
38057,Mercer,North Dakota,Republican,3759
39107,Mercer,Ohio,Democrats,3384
39107,Mercer,Ohio,Others,926
39107,Mercer,Ohio,Republican,17506
42085,Mercer,Pennsylvania,Democrats,18733
42085,Mercer,Pennsylvania,Others,2517
42085,Mercer,Pennsylvania,Republican,31544
54055,Mercer,West Virginia,Democrats,4704
54055,Mercer,West Virginia,Others,1089
54055,Mercer,West Virginia,Republican,17404
13199,Meriwether,Georgia,Democrats,3804
13199,Meriwether,Georgia,Others,191
13199,Meriwether,Georgia,Republican,5222
